ID,Name,StateID,PostCode,GPSCoordinates,UpperLeft,LowerRight,LastUpdated,Deleted
15874,YELLOW ROCK,1,2527,"150.7314130,-34.5974730,0","150.6993982,-34.5791013","150.7634278,-34.6158406",15/4/2011 16:49:39,0
15875,YELLOW ROCK,1,2777,"150.6240830,-33.6950650,0","150.5920682,-33.6764961","150.6560978,-33.7136299",15/4/2011 16:49:39,0
15876,YELLOWDINE,6,6426,"119.6572450,-31.2962810,0","119.1450074,-30.9906867","120.1694826,-31.6008877",15/4/2011 16:49:39,0
15877,YELTA,5,3505,"142.0162455,-34.1357696,0","141.9842307,-34.1172964","142.0482603,-34.1542387",15/4/2011 16:49:39,0
15878,YELTA,3,5558,"137.6200150,-34.0613650,0","137.6040076,-34.0521208","137.6360224,-34.0706082",15/4/2011 16:49:39,0
15879,YELVERTON,6,6280,"115.1182880,-33.7485930,0","115.0542583,-33.7114742","115.1823177,-33.7856957",15/4/2011 16:49:39,0
15880,YENDA,1,2681,"146.1955550,-34.2490700,0","146.0674956,-34.1752522","146.3236144,-34.3228231",15/4/2011 16:49:39,0
15881,YENDA,2,4625,"151.6424450,-25.4762080,0","151.5143856,-25.3955968","151.7705044,-25.5567652",15/4/2011 16:49:39,0
15882,YENDON,5,3352,"143.9694780,-37.6339540,0","143.9054483,-37.5986003","144.0335077,-37.6692909",15/4/2011 16:49:39,0
15883,YENGARIE,2,4650,"152.6014800,-25.5523510,0","152.5374503,-25.5120777","152.6655097,-25.5926108",15/4/2011 16:49:39,0
15884,YENNORA,1,2161,"150.9693560,-33.8608890,0","150.9533486,-33.8516230","150.9853634,-33.8701540",15/4/2011 16:49:39,0
15885,YEO,5,3249,"143.6347650,-38.3883180,0","143.5707353,-38.3533261","143.6987947,-38.4232930",15/4/2011 16:49:39,0
15886,YEODENE,5,3249,"143.6939090,-38.3974870,0","143.6298793,-38.3624995","143.7579387,-38.4324575",15/4/2011 16:49:39,0
15887,YEOVAL,1,2868,"148.6490320,-32.7518290,0","148.3929132,-32.6015568","148.9051508,-32.9018481",15/4/2011 16:49:39,0
15888,YEPPOON,2,4703,"150.7429160,-23.1285680,0","150.7109012,-23.1080441","150.7749308,-23.1490888",15/4/2011 16:49:39,0
15889,YERECOIN,6,6571,"116.3907020,-30.9232250,0","116.3266723,-30.8849295","116.4547317,-30.9615052",15/4/2011 16:49:39,0
15890,YERING,5,3770,"145.3732660,-37.6949200,0","145.3092363,-37.6595953","145.4372957,-37.7302279",15/4/2011 16:49:39,0
15891,YERONG CREEK,1,2642,"147.0612310,-35.3874470,0","146.8051122,-35.2417701","147.3173498,-35.5328613",15/4/2011 16:49:39,0
15892,YERONGA,2,4104,"153.0172770,-27.5168310,0","153.0012696,-27.5069348","153.0332844,-27.5267263",15/4/2011 16:49:39,0
15893,YERRA,2,4650,"152.5299920,-25.6153530,0","152.4659623,-25.5751008","152.5940217,-25.6555916",15/4/2011 16:49:39,0
15894,YERRINBOOL,1,2575,"150.5381320,-34.3759080,0","150.4741023,-34.3390629","150.6021617,-34.4127369",15/4/2011 16:49:39,0
15895,YERRIYONG,1,2540,"150.5119390,-34.9615970,0","150.3838796,-34.8884093","150.6399984,-35.0347194",15/4/2011 16:49:39,0
15896,YESSABAH,1,2440,"152.6863440,-31.0852500,0","152.6223143,-31.0470195","152.7503737,-31.1234651",15/4/2011 16:49:39,0
15897,YETHOLME,1,2795,"149.8166930,-33.4495830,0","149.7526633,-33.4123354","149.8807227,-33.4868146",15/4/2011 16:49:39,0
15898,YETMAN,1,2410,"150.7806750,-28.9025570,0","150.5245562,-28.7461485","151.0367938,-29.0587301",15/4/2011 16:49:39,0
15899,YETNA,6,6532,"114.7258800,-28.6116900,0","114.6618503,-28.5725010","114.7899097,-28.6508644",15/4/2011 16:49:39,0
15900,YEUNGROON,5,3525,"143.3811790,-36.3867960,0","143.3171493,-36.3508576","143.4452087,-36.4227178",15/4/2011 16:49:39,0
15901,YEUNGROON EAST,5,3525,"143.4389250,-36.3560270,0","143.3748953,-36.3200744","143.5029547,-36.3919630",15/4/2011 16:49:39,0
15902,YIELIMA,5,3638,"145.2319150,-35.9283480,0","144.9757962,-35.7836528","145.4880338,-36.0727789",15/4/2011 16:49:39,0
15903,YILKARI,6,6430,"121.4394400,-30.8233300,0","121.3754103,-30.7849946","121.5034697,-30.8616501",15/4/2011 16:49:39,0
15904,YILKI,3,5211,"138.5089290,-35.0676910,0","138.5058249,-35.0646579","138.5121201,-35.0709531",15/4/2011 16:49:39,0
15905,YILLIMINNING,6,6312,"117.3368840,-32.8494810,0","117.0807652,-32.6993734","117.5930028,-32.9993351",15/4/2011 16:49:39,0
15906,YIMBUN,2,4313,"152.3684480,-27.0181170,0","152.3364332,-26.9982348","152.4004628,-27.0379957",15/4/2011 16:49:39,0
15907,YINKANIE,3,5332,"140.3184560,-34.3289590,0","140.2544263,-34.2920932","140.3824857,-34.3658086",15/4/2011 16:49:39,0
15908,YINNAR,5,3869,"146.3277790,-38.3221200,0","146.2637493,-38.2870961","146.3918087,-38.3571270",15/4/2011 16:49:39,0
15909,YINNAR SOUTH,5,3869,"146.3763740,-38.3887310,0","146.3123443,-38.3537393","146.4404037,-38.4237058",15/4/2011 16:49:39,0
15910,YIPPIN CREEK,1,2446,"152.7126150,-31.4469180,0","152.6966076,-31.4373984","152.7286224,-31.4564367",15/4/2011 16:49:39,0
15911,YIRRKALA,8,0880,"136.8912650,-12.2550910,0","136.8592502,-12.2332827","136.9232798,-12.2768975",10/11/2011 13:02:32,0
15912,YOGANUP,6,6275,"115.6372200,-33.7388900,0","115.5091606,-33.6646280","115.7652794,-33.8130877",15/4/2011 16:49:39,0
15913,YOKINE,6,6060,"115.8493900,-31.8941500,0","115.8173752,-31.8752012","115.8814048,-31.9130949",15/4/2011 16:49:39,0
15914,YOLLA,4,7325,"145.7162210,-41.1256740,0","145.6521913,-41.0920455","145.7802507,-41.1592852",15/4/2011 16:49:39,0
15915,YONGALA,3,5493,"138.7473913,-33.0325764,0","138.7191423,-33.0071247","138.7756403,-33.0580282",15/4/2011 16:49:39,0
15916,YOOGALI,1,2680,"146.0846330,-34.3011800,0","146.0206033,-34.2643020","146.1486627,-34.3380418",15/4/2011 16:49:39,0
15917,YOONGARILLUP,6,6280,"115.4361660,-33.7236200,0","115.3721363,-33.6864904","115.5001957,-33.7607335",15/4/2011 16:49:39,0
15918,YORK,6,6302,"116.7683890,-31.8879400,0","116.7363742,-31.8689899","116.8004038,-31.9068862",15/4/2011 16:49:39,0
15919,YORK PLAINS,5,3477,"142.9172650,-36.6104840,0","142.9144119,-36.6053870","142.9207071,-36.6159510",15/4/2011 16:49:39,0
15920,YORK PLAINS,4,7120,"147.4731670,-42.2651840,0","147.3451076,-42.1990905","147.6012264,-42.3312083",15/4/2011 16:49:39,0
15921,YORK TOWN,4,7270,"146.7655750,-41.1534040,0","146.7015453,-41.1197897","146.8296047,-41.1870010",15/4/2011 16:49:39,0
15922,YORKE ISLAND,2,4875,"153.4146400,-27.9921780,0","153.4109029,-27.9889159","153.4171981,-27.9952111",15/4/2011 16:49:39,0
15923,YORKE VALLEY,3,5573,"137.6613690,-34.4296460,0","137.5973393,-34.3928245","137.7253987,-34.4664513",15/4/2011 16:49:39,0
15924,YORKETOWN,3,5576,"137.6053380,-35.0190570,0","137.4772786,-34.9459206","137.7333974,-35.0921280",15/4/2011 16:49:39,0
15925,YORKEYS KNOB,2,4878,"145.7208600,-16.8118550,0","145.6888452,-16.7904916","145.7528748,-16.8332160",15/4/2011 16:49:39,0
15926,YORKLEA,1,2470,"153.0607710,-28.9462860,0","152.9967413,-28.9072224","153.1248007,-28.9853349",15/4/2011 16:49:39,0
15927,YORNANING,6,6311,"117.1636050,-32.7415140,0","117.0995753,-32.7039653","117.2276347,-32.7790469",15/4/2011 16:49:39,0
15928,YORNUP,6,6256,"116.1632410,-34.0405060,0","116.0351816,-33.9665059","116.2913004,-34.1144416",15/4/2011 16:49:39,0
15929,YOTING,6,6383,"117.5713080,-31.9704980,0","117.3151892,-31.8189243","117.8274268,-32.1218218",15/4/2011 16:49:39,0
15930,YOUANMITE,5,3646,"145.6712520,-36.1567720,0","145.6072223,-36.1207276","145.7352817,-36.1927998",15/4/2011 16:49:39,0
15931,YOUARANG,5,3728,"145.7481410,-36.1709220,0","145.6841113,-36.1348841","145.8121707,-36.2069433",15/4/2011 16:49:39,0
15932,YOUNDEGIN,6,6407,"117.3081200,-31.8142710,0","117.0520012,-31.6624404","117.5642388,-31.9658524",15/4/2011 16:49:39,0
15933,YOUNG,1,2594,"148.2979210,-34.3134100,0","148.0418022,-34.1658226","148.5540398,-34.4607384",15/4/2011 16:49:39,0
15934,YOUNGHUSBAND,3,5238,"139.4423830,-34.9101120,0","139.3143236,-34.8368784","139.5704424,-34.9832803",15/4/2011 16:49:39,0
15935,YOUNGHUSBAND HOLDINGS,3,5238,"139.5485370,-34.8737280,0","139.5325296,-34.8645733","139.5645444,-34.8828817",15/4/2011 16:49:39,0
15936,YOUNGS SIDING,6,6330,"117.5224130,-35.0116920,0","117.4583833,-34.9751287","117.5864427,-35.0482390",15/4/2011 16:49:39,0
15937,YOUNGTOWN,4,7249,"147.1675330,-41.4829550,0","147.1355182,-41.4662348","147.1995478,-41.4996709",15/4/2011 16:49:39,0
15938,YOURDAMUNG LAKE,6,6225,"116.2348520,-33.2072470,0","115.9787332,-33.0577463","116.4909708,-33.3564928",15/4/2011 16:49:39,0
15939,YOWAH,2,4490,"144.6362170,-27.9682750,0","143.6117419,-27.3357325","145.6606921,-28.5971311",15/4/2011 16:49:39,0
15940,YOWIE BAY,1,2228,"151.1043250,-34.0498660,0","151.0883176,-34.0406205","151.1203324,-34.0591105",15/4/2011 16:49:39,0
15941,YOWRIE,1,2550,"149.7178280,-36.2975860,0","149.4617092,-36.1535683","149.9739468,-36.4413383",15/4/2011 16:49:39,0
15942,YUELAMU,8,0872,"132.1149950,-22.3553040,0","132.1111940,-22.2611420","132.2086560,-22.4677810",10/11/2011 13:02:48,0
15943,YUENDUMU,8,0872,"131.8087750,-22.2627730,0","131.7990920,-22.2548490","131.8167830,-22.2752400",10/11/2011 13:02:48,0
15944,YUGAR,2,4520,"152.8740900,-27.3451930,0","152.8580826,-27.3352814","152.8900974,-27.3551037",15/4/2011 16:49:39,0
15945,YULABILLA,2,4416,"149.7020650,-27.0597510,0","149.4459462,-26.9006536","149.9581838,-27.2186230",15/4/2011 16:49:39,0
15946,YULARA,8,0872,"130.9855600,-25.2420470,0","130.9809700,-25.2376520","130.9900570,-25.2457740",10/11/2011 13:02:48,0
15947,YULEBA,2,4427,"149.3788120,-26.6115510,0","149.3147823,-26.5716402","149.4428417,-26.6514479",15/4/2011 16:49:39,0
15948,YULEBA NORTH,2,4427,"149.3952710,-26.5793700,0","149.1391522,-26.4195987","149.6513898,-26.7389187",15/4/2011 16:49:39,0
15949,YULEBA SOUTH,2,4427,"149.3354520,-26.6775900,0","149.0793332,-26.5179555","149.5915708,-26.8370013",15/4/2011 16:49:39,0
15950,YULECART,5,3301,"141.9363680,-37.7485210,0","141.8083086,-37.6779059","142.0644274,-37.8190688",15/4/2011 16:49:39,0
15951,YULLUNDRY,1,2867,"148.7179200,-32.8500300,0","148.4618012,-32.6999233","148.9740388,-32.9998832",15/4/2011 16:49:39,0
15952,YUMALI,3,5261,"139.7563780,-35.5076880,0","139.5002592,-35.3622282","140.0124968,-35.6528848",15/4/2011 16:49:39,0
15953,YUNA,6,6532,"115.0023560,-28.3283730,0","114.7462372,-28.1711092","115.2584748,-28.4854045",15/4/2011 16:49:39,0
15954,YUNDI,3,5172,"138.6340770,-35.3172800,0","138.6020622,-35.2990689","138.6660918,-35.3354870",15/4/2011 16:49:39,0
15955,YUNDOOL,5,3727,"145.7984680,-36.2663560,0","145.7344383,-36.2303620","145.8624977,-36.3023334",15/4/2011 16:49:39,0
15956,YUNGABURRA,2,4884,"145.5831060,-17.2705240,0","145.5510912,-17.2492129","145.6151208,-17.2918326",15/4/2011 16:49:39,0
15957,YUNTA,3,5440,"139.5594960,-32.5801280,0","139.5434886,-32.5707253","139.5755034,-32.5895297",15/4/2011 16:49:39,0
15958,YURAYGIR,1,2464,"153.2385691,-29.8074498,0","152.9824503,-29.6524212","153.4946879,-29.9622385",15/4/2011 16:49:39,0
15959,YUROKE,5,3063,"144.8794060,-37.5895890,0","144.8473912,-37.5719037","144.9114208,-37.6072701",15/4/2011 16:49:39,0
15960,YURUGA,2,4850,"146.1566050,-18.8380370,0","146.0925753,-18.7957904","146.2206347,-18.8802729",15/4/2011 16:49:39,0
15961,YUULONG,5,3237,"143.3136460,-38.7259030,0","143.2496163,-38.6910750","143.3776757,-38.7607140",15/4/2011 16:49:39,0
15962,ZADOWS LANDING,3,5254,"139.2932270,-34.9680350,0","139.2772196,-34.9588908","139.3092344,-34.9771781",15/4/2011 16:49:39,0
15963,ZANTHUS,6,6434,"123.5842960,-31.0342980,0","121.5353458,-29.8027100","125.6332462,-32.2501616",15/4/2011 16:49:39,0
15964,ZARA,1,2484,"153.2595640,-28.3168160,0","153.2275492,-28.2971686","153.2915788,-28.3364598",15/4/2011 16:49:39,0
15965,ZEEHAN,4,7469,"145.3359100,-41.8829800,0","145.2078506,-41.8164876","145.4639694,-41.9494033",15/4/2011 16:49:39,0
15966,ZEERUST,5,3634,"145.3687010,-36.2763650,0","145.3046713,-36.2403757","145.4327307,-36.3123378",15/4/2011 16:49:39,0
15967,ZETLAND,1,2017,"151.2062340,-33.9099380,0","151.1902266,-33.9006773","151.2222414,-33.9191977",15/4/2011 16:49:39,0
15968,ZILLMERE,2,4034,"153.0383940,-27.3582880,0","153.0223866,-27.3483776","153.0544014,-27.3681975",15/4/2011 16:49:39,0
15969,ZILZIE,2,4710,"150.8006890,-23.2872930,0","150.7686742,-23.2667934","150.8327038,-23.3077894",15/4/2011 16:49:39,0
15970,ZUCCOLI,8,0832,"131.0131840,-12.4986800,0","130.9811692,-12.4768920","131.0451988,-12.5204662",10/11/2011 13:04:42,0
15971,ZUMSTEINS,5,3401,"142.4319330,-37.0923550,0","142.3679033,-37.0567453","142.4959627,-37.1279480",15/4/2011 16:49:39,0
15972,ZUYTDORP,6,6536,"114.2480600,-27.4408300,0","113.7358224,-27.1234938","114.7602976,-27.7572561",15/4/2011 16:49:39,0
15973,ACACIA CREEK,1,2476,"152.32088,-28.37333","151.82088,-27.87333","152.82088,-28.87333",30/6/2017 04:14:03,0
15974,AMOSFIELD,1,4380,"152.06790,-28.64850","151.5679,-28.1485","152.5679,-29.1485",30/6/2017 04:14:03,0
15975,ANABRANCH NORTH,1,2648,"141.73014,-33.54487","141.23014,-33.04487","142.23014,-34.04487",30/6/2017 04:14:03,0
15976,ANABRANCH SOUTH,1,2648,"141.73014,-33.54487","141.23014,-33.04487","142.23014,-34.04487",30/6/2017 04:14:03,0
15977,BARDIA,1,2565,"150.94766,-33.95652","150.44766,-33.45652","151.44766,-34.45652",30/6/2017 04:14:03,0
15978,BARWANG,1,2594,"148.48960,-34.43100","147.9896,-33.931","148.9896,-34.931",30/6/2017 04:14:03,0
15979,BEDGERABONG,1,2871,"147.68460,-33.33180","147.1846,-32.8318","148.1846,-33.8318",30/6/2017 04:14:03,0
15980,BEGGAN BEGGAN,1,2587,"148.26790,-34.68180","147.7679,-34.1818","148.7679,-35.1818",30/6/2017 04:14:03,0
15981,BENOLONG,1,2818,"148.67600,-32.50460","148.176,-32.0046","149.176,-33.0046",30/6/2017 04:14:03,0
15982,BILGOLA BEACH,1,2107,"151.32612,-33.64540","150.82612,-33.1454","151.82612,-34.1454",30/6/2017 04:14:03,0
15983,BILGOLA PLATEAU,1,2107,"151.31790,-33.63180","150.8179,-33.1318","151.8179,-34.1318",30/6/2017 04:14:03,0
15984,BOEILL CREEK,1,2739,"142.09025,-34.15262","141.59025,-33.65262","142.59025,-34.65262",30/6/2017 04:14:03,0
15985,BOOKOOKOORARA,1,2372,"152.01912,-29.05524","151.51912,-28.55524","152.51912,-29.55524",30/6/2017 04:14:03,0
15986,BUNGARRIBEE,1,2767,"150.86290,-33.77910","150.3629,-33.2791","151.3629,-34.2791",30/6/2017 04:14:03,0
15987,CADDENS,1,2747,"150.73260,-33.77210","150.2326,-33.2721","151.2326,-34.2721",30/6/2017 04:14:03,0
15988,CARNES HILL,1,2171,"150.83257,-33.93617","150.33257,-33.43617","151.33257,-34.43617",30/6/2017 04:14:03,0
15989,COLLAROY PLATEAU,1,2097,"151.24165,-33.75332","150.74165,-33.25332","151.74165,-34.25332",30/6/2017 04:14:03,0
15990,COONEYS CREEK,1,2726,"148.30540,-34.72910","147.8054,-34.2291","148.8054,-35.2291",30/6/2017 04:14:03,0
15991,CUNNINGAR,1,2587,"148.43930,-34.56070","147.9393,-34.0607","148.9393,-35.0607",30/6/2017 04:14:03,0
15992,CURRAWONG BEACH,1,2108,"151.29732,-33.59550","150.79732,-33.0955","151.79732,-34.0955",30/6/2017 04:14:03,0
15993,DUMARESQ VALLEY,1,2372,"152.01912,-29.05524","151.51912,-28.55524","152.51912,-29.55524",30/6/2017 04:14:03,0
15994,ELIZABETH HILLS,1,2171,"150.84523,-33.87848","150.34523,-33.37848","151.34523,-34.37848",30/6/2017 04:14:03,0
15995,GLEDSWOOD HILLS,1,2557,"150.78150,-34.01020","150.2815,-33.5102","151.2815,-34.5102",30/6/2017 04:14:03,0
15996,GOOD FOREST,1,2790,"150.13407,-33.48082","149.63407,-32.98082","150.63407,-33.98082",30/6/2017 04:14:03,0
15997,GRAWIN OPAL FIELDS,1,2832,"147.63480,-29.67070","147.1348,-29.1707","148.1348,-30.1707",30/6/2017 04:14:03,0
15998,GREENHILLS BEACH,1,2230,"151.16350,-34.03630","150.6635,-33.5363","151.6635,-34.5363",30/6/2017 04:14:03,0
15999,GUNTAWANG,1,2852,"149.53334,-32.36324","149.03334,-31.863239999999998","150.03334,-32.86324",30/6/2017 04:14:03,0
16000,BURPENGARY EAST,2,4505,"152.97546,-27.15400","152.47546,-26.654","153.47546,-27.654",30/6/2017 04:14:03,0
16001,DIAMONDVALE,2,4380,"151.96167,-28.66361","151.46167,-28.16361","152.46167,-29.16361",30/6/2017 04:14:03,0
16002,FINLAYVALE,2,4873,"145.37378,-16.46090","144.87378,-15.960899999999999","145.87378,-16.9609",30/6/2017 04:14:03,0
16003,GALILEE,2,4726,"145.81944,-22.31945","145.31944,-21.81945","146.31944,-22.81945",30/6/2017 04:14:03,0
16004,GILLA,2,4306,"152.01806,-26.91306","151.51806,-26.41306","152.51806,-27.41306",30/6/2017 04:14:03,0
16005,GLADSTONE HARBOUR,2,4680,"151.25305,-23.84142","150.75305,-23.34142","151.75305,-24.34142",30/6/2017 04:14:03,0
16006,GROPER CREEK,2,4806,"147.55000,-19.70000","147.05,-19.2","148.05,-20.2",30/6/2017 04:14:03,0
16007,ARKAROOLA,3,5732,"139.33565,-30.31155","138.83565,-29.81155","139.83565,-30.81155",30/6/2017 04:14:03,0
16008,BACKY POINT,3,5601,"137.78881,-32.91484","137.28881,-32.41484","138.28881,-33.41484",30/6/2017 04:14:03,0
16009,BROWN BEACH,3,5222,"137.83877,-35.79867","137.33877,-35.29867","138.33877,-36.29867",30/6/2017 04:14:03,0
16010,CHOWILLA,3,5341,"139.66697,-34.02321","139.16697,-33.52321","140.16697,-34.52321",30/6/2017 04:14:03,0
16011,COWLEDS LANDING,3,5601,"137.44255,-33.15595","136.94255,-32.65595","137.94255,-33.65595",30/6/2017 04:14:03,0
16012,EDINBURGH NORTH,3,5113,"138.65713,-34.70346","138.15713,-34.20346","139.15713,-35.20346",30/6/2017 04:14:03,0
16013,FARM BEACH,3,5607,"135.39907,-34.49691","134.89907,-33.99691","135.89907,-34.99691",30/6/2017 04:14:03,0
16014,CAPE PILLAR,4,7182,"147.92999,-43.18000","147.42999,-42.68","148.42999,-43.68",30/6/2017 04:14:03,0
16015,CAPE RAOUL,4,7184,"147.76000,-43.20000","147.26,-42.7","148.26,-43.7",30/6/2017 04:14:03,0
16016,DOUGLAS-APSLEY,4,7215,"148.17999,-41.78000","147.67999,-41.28","148.67999,-42.28",30/6/2017 04:14:03,0
16017,CHARLEMONT,5,3217,"144.35944,-38.21611","143.85944,-37.71611","144.85944,-38.71611",30/6/2017 04:14:03,0
16018,DELEGATE RIVER,5,3888,"148.79638,-37.06750","148.29638,-36.5675","149.29638,-37.5675",30/6/2017 04:14:03,0
16019,DOOKIE COLLEGE,5,3647,"145.69701,-36.39313","145.19701,-35.89313","146.19701,-36.89313",30/6/2017 04:14:03,0
16020,ELIZABETH ISLAND,5,3921,"145.36917,-38.41694","144.86917,-37.91694","145.86917,-38.91694",30/6/2017 04:14:03,0
16021,GAFFNEYS CREEK,5,3723,"146.19041,-37.47692","145.69041,-36.97692","146.69041,-37.97692",30/6/2017 04:14:03,0
16022,GLENORMISTON,5,3265,"142.95792,-38.17292","142.45792,-37.67292","143.45792,-38.67292",30/6/2017 04:14:03,0
16023,BENNETT SPRINGS,6,6063,"115.94250,-31.85861","115.4425,-31.35861","116.4425,-32.35861",30/6/2017 04:14:03,0
16024,BRABHAM,6,6055,"115.97610,-31.83028","115.4761,-31.33028","116.4761,-32.33028",30/6/2017 04:14:03,0
16025,DAYTON,6,6055,"115.99336,-31.89458","115.49336,-31.39458","116.49336,-32.394580000000005",30/6/2017 04:14:03,0
16026,BEARD,7,2620,"149.07627,-35.38562","148.57627,-34.88562","149.57627,-35.88562",30/6/2017 04:14:03,0
16027,COOMBS,7,2611,"149.04156,-35.31814","148.54156,-34.81814","149.54156,-35.81814",30/6/2017 04:14:03,0
16028,ANGURUGU,8,822,"136.44899,-13.95889","135.94899,-13.45889","136.94899,-14.45889",30/6/2017 04:14:03,0
16029,ANINDILYAKWA,8,822,"136.59334,-13.97005","136.09334,-13.47005","137.09334,-14.47005",30/6/2017 04:14:03,0
16030,BATHURST ISLAND,8,822,"130.34969,-11.60351","129.84969,-11.10351","130.84969,-12.10351",30/6/2017 04:14:03,0
16031,BEES CREEK,8,822,"131.05904,-12.55482","130.55904,-12.05482","131.55904,-13.05482",30/6/2017 04:14:03,0
16032,BELYUEN,8,822,"130.69747,-12.53621","130.19747,-12.03621","131.19747,-13.03621",30/6/2017 04:14:03,0
16033,BLACK JUNGLE,8,822,"131.20831,-12.52553","130.70831,-12.02553","131.70831,-13.02553",30/6/2017 04:14:03,0
16034,BLACKMORE,8,822,"130.91940,-12.75097","130.4194,-12.25097","131.4194,-13.25097",30/6/2017 04:14:03,0
16035,BURRUNDIE,8,822,"131.70312,-13.53700","131.20312,-13.037","132.20312,-14.037",30/6/2017 04:14:03,0
16036,BYNOE,8,822,"130.61691,-12.81458","130.11691,-12.31458","131.11691,-13.31458",30/6/2017 04:14:03,0
16037,BYNOE HARBOUR,8,822,"130.50052,-12.62398","130.00052,-12.12398","131.00052,-13.12398",30/6/2017 04:14:03,0
16038,CHANNEL ISLAND,8,822,"130.86758,-12.55268","130.36758,-12.05268","131.36758,-13.05268",30/6/2017 04:14:03,0
16039,CHARLOTTE,8,822,"130.82355,-12.73136","130.32355,-12.23136","131.32355,-13.23136",30/6/2017 04:14:03,0
16040,CLARAVALE,8,822,"131.57695,-14.34505","131.07695,-13.84505","132.07695,-14.84505",30/6/2017 04:14:03,0
16041,COBOURG,8,822,"132.56672,-11.43572","132.06672,-10.93572","133.06672,-11.93572",30/6/2017 04:14:03,0
16042,COLLETT CREEK,8,822,"130.90648,-12.93516","130.40648,-12.43516","131.40648,-13.43516",30/6/2017 04:14:03,0
16043,COOMALIE CREEK,8,822,"131.11851,-13.00032","130.61851,-12.50032","131.61851,-13.50032",30/6/2017 04:14:03,0
16044,COX PENINSULA,8,822,"130.68951,-12.57332","130.18951,-12.07332","131.18951,-13.07332",30/6/2017 04:14:03,0
16045,DALY,8,822,"131.22595,-12.72766","130.72595,-12.22766","131.72595,-13.22766",30/6/2017 04:14:03,0
16046,DALY RIVER,8,822,"130.71461,-13.75307","130.21461,-13.25307","131.21461,-14.25307",30/6/2017 04:14:03,0
16047,DARWIN RIVER DAM,8,822,"131.01625,-12.87389","130.51625,-12.37389","131.51625,-13.37389",30/6/2017 04:14:03,0
16048,DOUGLAS-DALY,8,822,"131.35293,-13.78729","130.85293,-13.28729","131.85293,-14.28729",30/6/2017 04:14:03,0
16049,EAST ARM,8,822,"130.92141,-12.47439","130.42141,-11.97439","131.42141,-12.97439",30/6/2017 04:14:03,0
16050,EAST ARNHEM,8,822,"135.79010,-12.71192","135.2901,-12.21192","136.2901,-13.21192",30/6/2017 04:14:03,0
16051,ELRUNDIE,8,822,"130.96163,-12.47729","130.46163,-11.97729","131.46163,-12.97729",30/6/2017 04:14:03,0
16052,EVA VALLEY,8,822,"131.00723,-13.12436","130.50723,-12.62436","131.50723,-13.62436",30/6/2017 04:14:03,0
